"Plot Title: 10579622"
"#","Date Time, GMT-07:00","Avg: Temp, °C (LGR S/N: 10579622, SEN S/N: 10579622)"
1,08/12/15 12:00:00 AM,16.993
2,08/13/15 12:00:00 AM,16.409
3,08/14/15 12:00:00 AM,15.593
4,08/15/15 12:00:00 AM,15.453
5,08/16/15 12:00:00 AM,14.908
6,08/17/15 12:00:00 AM,14.522
7,08/18/15 12:00:00 AM,15.378
8,08/19/15 12:00:00 AM,16.568
9,08/20/15 12:00:00 AM,15.997
10,08/21/15 12:00:00 AM,15.359
11,08/22/15 12:00:00 AM,14.258
12,08/23/15 12:00:00 AM,14.020
13,08/24/15 12:00:00 AM,14.082
14,08/25/15 12:00:00 AM,13.350
15,08/26/15 12:00:00 AM,13.579
16,08/27/15 12:00:00 AM,14.522
17,08/28/15 12:00:00 AM,15.505
18,08/29/15 12:00:00 AM,15.952
19,08/30/15 12:00:00 AM,15.363
20,08/31/15 12:00:00 AM,15.015
21,09/01/15 12:00:00 AM,15.003
22,09/02/15 12:00:00 AM,14.385
23,09/03/15 12:00:00 AM,13.639
24,09/04/15 12:00:00 AM,12.775
25,09/05/15 12:00:00 AM,12.282
26,09/06/15 12:00:00 AM,12.813
27,09/07/15 12:00:00 AM,13.151
28,09/08/15 12:00:00 AM,14.004
29,09/09/15 12:00:00 AM,14.522
30,09/10/15 12:00:00 AM,14.563
31,09/11/15 12:00:00 AM,14.812
32,09/12/15 12:00:00 AM,14.689
33,09/13/15 12:00:00 AM,14.516
34,09/14/15 12:00:00 AM,12.830
35,09/15/15 12:00:00 AM,12.495
36,09/16/15 12:00:00 AM,12.254
37,09/17/15 12:00:00 AM,12.953
38,09/18/15 12:00:00 AM,13.709
39,09/19/15 12:00:00 AM,14.426
40,09/20/15 12:00:00 AM,15.266
41,09/21/15 12:00:00 AM,13.470
42,09/22/15 12:00:00 AM,11.343
43,09/23/15 12:00:00 AM,11.270
44,09/24/15 12:00:00 AM,12.880
45,09/25/15 12:00:00 AM,13.237
46,09/26/15 12:00:00 AM,12.044
47,09/27/15 12:00:00 AM,10.128
48,09/28/15 12:00:00 AM,9.847
49,09/29/15 12:00:00 AM,10.103
50,09/30/15 12:00:00 AM,10.148
51,10/01/15 12:00:00 AM,10.605
52,10/02/15 12:00:00 AM,11.290
53,10/03/15 12:00:00 AM,11.734
54,10/04/15 12:00:00 AM,10.650
55,10/05/15 12:00:00 AM,10.517
56,10/06/15 12:00:00 AM,10.745
57,10/07/15 12:00:00 AM,12.027
58,10/08/15 12:00:00 AM,12.564
59,10/09/15 12:00:00 AM,13.273
60,10/10/15 12:00:00 AM,14.303
61,10/11/15 12:00:00 AM,12.771
62,10/12/15 12:00:00 AM,12.594
63,10/13/15 12:00:00 AM,12.656
64,10/14/15 12:00:00 AM,11.183
65,10/15/15 12:00:00 AM,10.738
66,10/16/15 12:00:00 AM,10.539
67,10/17/15 12:00:00 AM,11.487
68,10/18/15 12:00:00 AM,12.139
69,10/19/15 12:00:00 AM,15.745
70,10/20/15 12:00:00 AM,22.163
