"Plot Title: 10579622"
"#","Date Time, GMT-07:00","Avg: Temp, °C (LGR S/N: 10579622, SEN S/N: 10579622)"
1,09/24/14 12:00:00 AM,22.663
2,09/25/14 12:00:00 AM,22.622
3,09/26/14 12:00:00 AM,22.218
4,09/27/14 12:00:00 AM,22.705
5,09/28/14 12:00:00 AM,22.346
6,09/29/14 12:00:00 AM,21.768
7,09/30/14 12:00:00 AM,21.678
8,10/01/14 12:00:00 AM,21.677
9,10/02/14 12:00:00 AM,21.455
10,10/03/14 12:00:00 AM,21.602
11,10/04/14 12:00:00 AM,22.449
12,10/05/14 12:00:00 AM,22.701
13,10/06/14 12:00:00 AM,21.820
14,10/07/14 12:00:00 AM,21.715
15,10/08/14 12:00:00 AM,21.654
16,10/09/14 12:00:00 AM,21.704
17,10/10/14 12:00:00 AM,21.663
18,10/11/14 12:00:00 AM,21.757
19,10/12/14 12:00:00 AM,21.898
20,10/13/14 12:00:00 AM,21.574
21,10/14/14 12:00:00 AM,21.884
22,10/15/14 12:00:00 AM,22.045
23,10/16/14 12:00:00 AM,21.662
24,10/17/14 12:00:00 AM,21.454
25,10/18/14 12:00:00 AM,21.559
26,10/19/14 12:00:00 AM,21.677
27,10/20/14 12:00:00 AM,21.591
28,10/21/14 12:00:00 AM,21.714
29,10/22/14 12:00:00 AM,21.701
30,10/23/14 12:00:00 AM,21.629
31,10/24/14 12:00:00 AM,21.525
32,10/25/14 12:00:00 AM,20.793
33,10/26/14 12:00:00 AM,20.123
34,10/27/14 12:00:00 AM,20.333
35,10/28/14 12:00:00 AM,21.013
36,10/29/14 12:00:00 AM,21.451
37,10/30/14 12:00:00 AM,22.037
38,10/31/14 12:00:00 AM,21.466
39,11/01/14 12:00:00 AM,20.761
40,11/02/14 12:00:00 AM,19.749
41,11/03/14 12:00:00 AM,19.848
42,11/04/14 12:00:00 AM,20.674
43,11/05/14 12:00:00 AM,20.921
44,11/06/14 12:00:00 AM,21.239
45,11/07/14 12:00:00 AM,21.143
46,11/08/14 12:00:00 AM,20.254
47,11/09/14 12:00:00 AM,19.095
48,11/10/14 12:00:00 AM,19.530
49,11/11/14 12:00:00 AM,19.584
50,11/12/14 12:00:00 AM,18.728
51,11/13/14 12:00:00 AM,18.741
52,11/14/14 12:00:00 AM,20.528
53,11/15/14 12:00:00 AM,20.122
54,11/16/14 12:00:00 AM,19.669
55,11/17/14 12:00:00 AM,19.681
56,11/18/14 12:00:00 AM,19.502
57,11/19/14 12:00:00 AM,12.252
58,11/20/14 12:00:00 AM,5.163
59,11/21/14 12:00:00 AM,6.386
60,11/22/14 12:00:00 AM,6.269
61,11/23/14 12:00:00 AM,6.740
62,11/24/14 12:00:00 AM,6.511
63,11/25/14 12:00:00 AM,7.620
64,11/26/14 12:00:00 AM,8.633
65,11/27/14 12:00:00 AM,9.910
66,11/28/14 12:00:00 AM,9.215
67,11/29/14 12:00:00 AM,5.642
68,11/30/14 12:00:00 AM,2.214
69,12/01/14 12:00:00 AM,1.210
70,12/02/14 12:00:00 AM,0.862
71,12/03/14 12:00:00 AM,0.902
72,12/04/14 12:00:00 AM,1.987
73,12/05/14 12:00:00 AM,3.592
74,12/06/14 12:00:00 AM,5.357
75,12/07/14 12:00:00 AM,6.173
76,12/08/14 12:00:00 AM,7.069
77,12/09/14 12:00:00 AM,8.690
78,12/10/14 12:00:00 AM,9.467
79,12/11/14 12:00:00 AM,8.793
80,12/12/14 12:00:00 AM,8.576
81,12/13/14 12:00:00 AM,7.229
82,12/14/14 12:00:00 AM,5.203
83,12/15/14 12:00:00 AM,4.406
84,12/16/14 12:00:00 AM,5.517
85,12/17/14 12:00:00 AM,6.071
86,12/18/14 12:00:00 AM,6.769
87,12/19/14 12:00:00 AM,7.368
88,12/20/14 12:00:00 AM,7.304
89,12/21/14 12:00:00 AM,7.891
90,12/22/14 12:00:00 AM,7.127
91,12/23/14 12:00:00 AM,6.953
92,12/24/14 12:00:00 AM,6.704
93,12/25/14 12:00:00 AM,6.213
94,12/26/14 12:00:00 AM,5.747
95,12/27/14 12:00:00 AM,6.008
96,12/28/14 12:00:00 AM,5.923
97,12/29/14 12:00:00 AM,4.211
98,12/30/14 12:00:00 AM,1.920
99,12/31/14 12:00:00 AM,1.210
100,01/01/15 12:00:00 AM,1.103
101,01/02/15 12:00:00 AM,1.952
102,01/03/15 12:00:00 AM,2.470
103,01/04/15 12:00:00 AM,3.357
104,01/05/15 12:00:00 AM,5.996
105,01/06/15 12:00:00 AM,7.177
106,01/07/15 12:00:00 AM,5.518
107,01/08/15 12:00:00 AM,5.326
108,01/09/15 12:00:00 AM,4.412
109,01/10/15 12:00:00 AM,5.119
110,01/11/15 12:00:00 AM,6.097
111,01/12/15 12:00:00 AM,6.378
112,01/13/15 12:00:00 AM,5.265
113,01/14/15 12:00:00 AM,4.296
114,01/15/15 12:00:00 AM,4.154
115,01/16/15 12:00:00 AM,5.611
116,01/17/15 12:00:00 AM,5.517
117,01/18/15 12:00:00 AM,7.165
118,01/19/15 12:00:00 AM,6.804
119,01/20/15 12:00:00 AM,5.437
120,01/21/15 12:00:00 AM,4.083
121,01/22/15 12:00:00 AM,5.417
122,01/23/15 12:00:00 AM,7.382
123,01/24/15 12:00:00 AM,9.070
124,01/25/15 12:00:00 AM,9.545
125,01/26/15 12:00:00 AM,8.922
126,01/27/15 12:00:00 AM,8.368
127,01/28/15 12:00:00 AM,8.112
128,01/29/15 12:00:00 AM,6.253
129,01/30/15 12:00:00 AM,5.114
130,01/31/15 12:00:00 AM,5.325
131,02/01/15 12:00:00 AM,6.192
132,02/02/15 12:00:00 AM,6.946
133,02/03/15 12:00:00 AM,7.226
134,02/04/15 12:00:00 AM,6.634
