SimDay Temp Diet1 Diet2 Diet3 Diet4 Diet5 Diet6 Diet7 Diet8 Diet9 Diet10
1 7.673 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
2 8.053 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
3 8.313 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
4 9.459 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
5 10.363 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
6 10.147 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
7 11.052 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
8 10.016 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
9 9.803 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
10 9.412 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
11 10.077 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
12 10.159 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
13 10.577 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
14 10.682 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
15 9.656 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
16 9.111 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
17 9.456 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
18 9.817 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
19 11.389 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
20 12.022 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
21 12.091 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
22 11.636 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
23 12.232 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
24 11.579 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
25 10.033 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
26 10.056 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
27 9.503 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
28 9.11 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
29 9.079 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
30 9.533 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
31 9.476 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
32 10.44 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
33 10.71 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
34 10.659 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
35 10.374 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
36 10.248 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
37 9.638 0.0643889618922471 0.0302233902759527 0.0584756898817346 0.140604467805519 0.0105124835742444 0.610381077529567 0.00131406044678055 0.00985545335085414 0.0742444152431012 0
